自治体名,自治体コード,施設・場所名,ふりがな,住所,管理担当連絡先,異常な現象：洪水,異常な現象：崖崩れ、土石流及び地滑り,異常な現象：高潮,異常な現象：地震,異常な現象：津波,異常な現象：大規模な火事,異常な現象：内水氾濫,異常な現象：火山現象,指定避難所との重複指定,想定収容人数,緯度（度：世界測地系）,経度（度：世界測地系）,その他
宇都宮市,92011,田原西小学校,タワラニシショウガッコウ,栃木県宇都宮市立伏町8-1,028-672-3170,1,1,,,,,,,1,,36.64348979,139.8862555,
宇都宮市,92011,古里中学校,フルサトチュウガッコウ,栃木県宇都宮市中岡本町3130,028-673-1815,1,,,,,,,,1,,36.61754326,139.9449256,
宇都宮市,92011,河内中学校,カワチチュウガッコウ,栃木県宇都宮市中岡本町3743,028-673-3722,1,1,,,,,,,1,,36.60848016,139.9311713,
宇都宮市,92011,田原中学校,タワラチュウガッコウ,栃木県宇都宮市下田原町1722,028-672-0008,1,1,,,,,,,1,,36.63799756,139.9047066,
宇都宮市,92011,河内地区市民センター,カワチチクシミンセンター,栃木県宇都宮市中岡本町3221-4,028-671-3202,1,1,,,,,,,1,,36.61619127,139.9430543,
宇都宮市,92011,岡本コミュニティプラザ,オカモトコミュニティプラザ,栃木県宇都宮市下岡本町1954-10,028-673-6500,1,,,,,,,,1,,36.59769725,139.9439081,
宇都宮市,92011,田原コミュニティプラザ,タワラコミュニティプラザ,栃木県宇都宮市上田原町1,028-672-4000,1,,,,,,,,1,,36.63597355,139.9086856,
宇都宮市,92011,宇都宮大学附属小学校,ウツノミヤダイガクフゾクショウガッコウ,栃木県宇都宮市松原1-7-38,028-621-2291,1,,,1,,,,,,,36.56775997,139.8711334,
宇都宮市,92011,宇都宮高等学校,ウツノミヤコウトウガッコウ,栃木県宇都宮市滝の原3-5-70,028-633-1426,,,,1,,,,,,,36.54142008,139.8631358,
宇都宮市,92011,宇都宮女子高等学校,ウツノミヤジョシコウトウガッコウ,栃木県宇都宮市操町5-19,028-633-2315,,,,1,,,,,,,36.55791202,139.8699775,
宇都宮市,92011,宇都宮中央女子高等学校,ウツノミヤチュウオウジョシコウトウガッコウ,栃木県宇都宮市若草2-2-46,028-622-1766,,,,1,,,,,,,36.58081642,139.8610241,
宇都宮市,92011,宇都宮白楊高等学校,ウツノミヤハクヨウコウトウガッコウ,栃木県宇都宮市元今泉8-2-1,028-661-1525,,,,1,,,,,,,36.56401311,139.9100122,
宇都宮市,92011,宇都宮商業高等学校,ウツノミヤショウギョウコウトウガッコウ,栃木県宇都宮市大曽3-1-46,028-622-0488,,1,,1,,,,,,,36.57173782,139.8909053,
宇都宮市,92011,宇都宮文星女子高等学校,ウツノミヤブンセイジョシコウトウガッコウ,栃木県宇都宮市北一の沢24-35,028-621-8156,,,,1,,,,,,,36.57270639,139.8617365,
宇都宮市,92011,作新学院,サクシンガクイン,栃木県宇都宮市一の沢1-1-41,028-648-1811,,1,,1,,,,,,,36.56871005,139.8577151,
宇都宮市,92011,文星芸術大学附属高等学校,ブンセイゲイジュツダイガクフゾクコウトウガッコウ,栃木県宇都宮市睦町1-4,028-636-8585,,,,1,,,,,,,36.55999968,139.864179,
宇都宮市,92011,宇都宮短期大学附属高等学校,ウツノミヤタンキダイガクフゾクコウトウガッコウ,栃木県宇都宮市睦町1-35,028-648-4161,,,,1,,,,,,,36.56048227,139.8651285,
宇都宮市,92011,宇都宮地方裁判所,ウツノミヤチホウサイバンショ,栃木県宇都宮市小幡1-1-38,028-621-2111,,1,,1,,,,,,,36.56251419,139.8746747,
宇都宮市,92011,宇都宮競輪場駐車場,ウツノミヤケイリンジョウチュウシャジョウ,栃木県宇都宮市東戸祭1-2-7,028-625-0100,,1,,1,,,,,,,36.57232704,139.8840977,
宇都宮市,92011,文化会館及び明保野公園,ブンカカイカンオヨビアケボノコウエン,栃木県宇都宮市明保野町7-66,028-636-2121,,,,1,,,,,,,36.5470944,139.8682038,
宇都宮市,92011,錦中央公園,ニシキチュウオウコウエン,栃木県宇都宮市今泉町157,028-624-8682,,,,1,,,,,,,36.56873612,139.8991876,
宇都宮市,92011,栃木県庁,トチギケンチョウ,栃木県宇都宮市塙田1-1-20,028-623-2189,1,1,,1,,,,,,,36.56597633,139.8835939,
宇都宮市,92011,御幸公園,ミユキコウエン,栃木県宇都宮市平出工業団地13-1,028-663-2901,,,,1,,,,,,,36.58335534,139.9302672,
宇都宮市,92011,とちぎ福祉プラザ,トチギフクシプラザ,栃木県宇都宮市若草1-10-6,028-621-2940,,,,1,,,,,,,36.584825,139.863029,
宇都宮市,92011,宇都宮南高等学校,ウツノミヤミナミコウトウガッコウ,栃木県宇都宮市東谷町660-1,028-653-2081,,,,1,,,,,,,36.485114,139.896558,
宇都宮市,92011,宇都宮市役所,ウツノミヤシヤクショ,栃木県宇都宮市旭1-1-5,028-632-2222,,,,1,,,,,,,36.555115,139.882807,
宇都宮市,92011,城址公園,ジョウシコウエン,栃木県宇都宮市本丸町地内,028-632-2528,,,,1,,,,,,,36.55441294,139.8853322,
宇都宮市,92011,陽南第１公園,ヨウナンダイイチコウエン,栃木県宇都宮市大塚町1,028-658-8271,,,,1,,,,,,,36.53541276,139.8624132,
宇都宮市,92011,宇都宮カンツリークラブ,ウツノミヤカンツリークラブ,栃木県宇都宮市上戸祭町3100,028-624-7221,,,,1,,,,,,,36.60131708,139.8630908,
宇都宮市,92011,八幡山公園,ハチマンヤマコウエン,栃木県宇都宮市塙田5-2-70,028-632-2528,,,,,,1,,,,,36.57060168,139.8851636,
宇都宮市,92011,中央卸売市場,チュウオウオロシウリイチバ,栃木県宇都宮市簗瀬町1493,028-637-6041,,,,,,1,,,,,36.54621349,139.8919919,
宇都宮市,92011,宮原運動公園,ミヤハラウンドウコウエン,栃木県宇都宮市陽南4-5-6,028-658-1052,,,,,,1,,,,,36.53818217,139.8684454,
宇都宮市,92011,栃木県中央公園,トチギケンチュウオウコウエン,栃木県宇都宮市睦町2-50,028-636-1491,,1,,,,1,,,,,36.55849345,139.8627682,
宇都宮市,92011,宇都宮大学(峰キャンパス),ウツノミヤダイガクミネキャンパス,栃木県宇都宮市峰町350,028-649-8172,,,,,,1,,,,,36.549136,139.913915,
宇都宮市,92011,宇都宮大学(陽東キャンパス),ウツノミヤダイガクヨウトウキャンパス,栃木県宇都宮市陽東7-1-2,028-689-6005,,,,,,1,,,,,36.55020523,139.929638,
宇都宮市,92011,宇都宮市体育館,ウツノミヤシタイイクカン,栃木県宇都宮市元今泉5-6-18,028-663-1611,,,,,,1,,,,,36.56110886,139.9107449,
宇都宮市,92011,駅東公園,エキヒガシコウエン,栃木県宇都宮市元今泉5-6-18,028-663-1611,,,,,,1,,,,,36.56044673,139.9095933,
宇都宮市,92011,平出工業団地公園,ヒライデコウギョウダンチコウエン,栃木県宇都宮市平出工業団地29-1,028-662-5813,,,,,,1,,,,,36.57035351,139.9351763,
宇都宮市,92011,遥辻公民館,ウドウツジコウミンカン,栃木県宇都宮市宮山田町993地先,028-674-3131,,1,,,,,,,,,36.71785138,139.8460701,
宇都宮市,92011,小室公民館,コムロコウミンカン,栃木県宇都宮市宮山田町2692,028-674-3131,,1,,,,,,,,,36.72011526,139.8642248,
宇都宮市,92011,グリーンタウン自治会公民館,グリーンタウンジチカイコウミンカン,栃木県宇都宮市立伏町462-117,028-672-4000,,1,,,,,,,,,36.63813708,139.8835686,
宇都宮市,92011,逆面公民館,サカヅラコウミンカン,栃木県宇都宮市逆面町291-5,028-672-4000,,1,,,,,,,,,36.6552238,139.9009561,
宇都宮市,92011,自由ヶ丘公民館,ジユウガオカコウミンカン,栃木県宇都宮市上田原町1079,028-672-4000,,1,,,,,,,,,36.64356551,139.9008452,
宇都宮市,92011,叶谷公民館,カノウヤコウミンカン,栃木県宇都宮市叶谷町323-1,028-672-4000,,1,,,,,,,,,36.64677491,139.8867536,
宇都宮市,92011,河内体育館,カワチタイイクカン,栃木県宇都宮市中岡本町3225,028-673-5600,,1,,,,,,,,,36.61720635,139.9433325,
宇都宮市,92011,台岡本二区公民館,ダイオカモトニクコウミンカン,栃木県宇都宮市中岡本町2498,028-671-3200,,1,,,,,,,,,36.61396839,139.9501132,
宇都宮市,92011,駅前第一区公民館,エキマエダイイックコウミンカン,栃木県宇都宮市下岡本町4150-1,028-673-6500,,1,,,,,,,,,36.59728594,139.9433246,
宇都宮市,92011,釜根公民館,カマネコウミンカン,栃木県宇都宮市下岡本町5312-1,028-673-6500,,1,,,,,,,,,36.59456687,139.9498156,
宇都宮市,92011,上篠井自治公民館,カミシノイジチコウミンカン,栃木県宇都宮市篠井町1382-1,028-669-2101,,1,,,,,,,,,36.7016836,139.8192387,
宇都宮市,92011,中篠井公民館,ナカシノイコウミンカン,栃木県宇都宮市篠井町804-2,028-669-2101,,1,,,,,,,,,36.69403944,139.8178968,
宇都宮市,92011,上小池町公民館,カミコイケマチコウミンカン,栃木県宇都宮市上小池町500,028-669-2101,,1,,,,,,,,,36.68432532,139.7867465,
宇都宮市,92011,原坪多目的研修集会施設,ハラツボタモクテキケンシュウシュウカイシセツ,栃木県宇都宮市石那田町1788-5,028-669-2101,,1,,,,,,,,,36.67985913,139.7949414,
宇都宮市,92011,下小池第一多目的研修集会施設,シモコイケダイイチタモクテキケンシュウシュウカイシセツ,栃木県宇都宮市下小池町133,028-669-2101,,1,,,,,,,,,36.67373763,139.8211538,
宇都宮市,92011,下篠井公民館,シモシノイコウミンカン,栃木県宇都宮市篠井町1948,028-669-2101,,1,,,,,,,,,36.67395258,139.8289908,
宇都宮市,92011,六本木公民館,ロッポンギコウミンカン,栃木県宇都宮市石那田町130,028-669-2101,,1,,,,,,,,,36.66761756,139.8314032,
宇都宮市,92011,上町公民館,カミマチコウミンカン,栃木県宇都宮市徳次郎町3110,028-669-2101,,1,,,,,,,,,36.66380404,139.8345011,
宇都宮市,92011,大網町公民館,オオアミマチコウミンカン,栃木県宇都宮市大網町270,028-669-2101,,1,,,,,,,,,36.66762952,139.8415093,
宇都宮市,92011,自然休養村管理センター,シゼンキュウヨウムラカンリセンター,栃木県宇都宮市福岡町1074-1,028-652-3450,,1,,,,,,,,,36.6182168,139.7906196,
宇都宮市,92011,上古賀志公民館,カミコガシコウミンカン,栃木県宇都宮市古賀志町1615,028-652-4794,,1,,,,,,,,,36.61063474,139.7488936,
宇都宮市,92011,新里一区北部公民館,ニッサトイックホクブコウミンカン,栃木県宇都宮市新里町甲786,028-665-2942,,1,,,,,,,,,36.62722922,139.8119326,
宇都宮市,92011,藤本公民館,フジモトコウミンカン,栃木県宇都宮市新里町丁296,028-665-2942,,1,,,,,,,,,36.62510879,139.8235471,
宇都宮市,92011,田下町公民館,タゲマチコウミンカン,栃木県宇都宮市田下町236,028-652-4794,,1,,,,,,,,,36.60846831,139.8160078,
宇都宮市,92011,沢公民館,サワコウミンカン,栃木県宇都宮市新里町乙624-1,028-665-2942,,1,,,,,,,,,36.63492577,139.8141361,
宇都宮市,92011,神郷公民館,シンゴウコウミンカン,栃木県宇都宮市新里町乙314-2,028-665-2942,,1,,,,,,,,,36.6322439,139.8162121,
宇都宮市,92011,三区畑中公民館,サンクハタナカコウミンカン,栃木県宇都宮市新里町丙864,028-665-2942,,1,,,,,,,,,36.63829958,139.8215919,
宇都宮市,92011,金井町自治会館,カナイマチジチカイカン,栃木県宇都宮市下金井町485-3,028-665-1663,,1,,,,,,,,,36.62961357,139.8516693,
宇都宮市,92011,下金井町公民館,シモカナイマチコウミンカン,栃木県宇都宮市下金井町163,028-665-1663,,1,,,,,,,,,36.62765908,139.8580368,
宇都宮市,92011,横山町上公民館,ヨコヤマチョウカミコウミンカン,栃木県宇都宮市横山町1385,028-660-2340,,1,,,,,,,,,36.62134972,139.8661074,
宇都宮市,92011,瓦谷町上公民館,カワラヤチョウカミコウミンカン,栃木県宇都宮市瓦谷町631-1,028-660-2340,,1,,,,,,,,,36.61540126,139.876243,
宇都宮市,92011,横山町下公民館,ヨコヤマチョウシモコウミンカン,栃木県宇都宮市横山町441-3,028-660-2340,,1,,,,,,,,,36.62095034,139.8828771,
宇都宮市,92011,中町公民館,ナカマチコウミンカン,栃木県宇都宮市徳次郎町2143,028-669-2101,,1,,,,,,,,,36.65098208,139.8420051,
宇都宮市,92011,上横倉町集会所,カミヨコクラマチシュウカイジョ,栃木県宇都宮市上横倉町618,028-652-4794,,1,,,,,,,,,36.65302005,139.8557757,
宇都宮市,92011,下町生活協同館,シモマチセイカツキョウドウカン,栃木県宇都宮市徳次郎町629-1,028-669-2101,,1,,,,,,,,,36.64630702,139.8442416,
宇都宮市,92011,西根公民館,ニシネコウミンカン,栃木県宇都宮市徳次郎町1173,028-669-2101,,1,,,,,,,,,36.64083716,139.8359571,
宇都宮市,92011,上金井町公民館,カミカナイマチコウミンカン,栃木県宇都宮市上金井町416,028-665-1663,,1,,,,,,,,,36.64048165,139.8561951,
宇都宮市,92011,岡坪公民館,オカツボコウミンカン,栃木県宇都宮市石那田町1508,028-669-2101,,1,,,,,,,,,36.66789635,139.8043929,
宇都宮市,92011,仲根公民館,ナカネコウミンカン,栃木県宇都宮市石那田町1143-2,028-669-2101,,1,,,,,,,,,36.66519699,139.8056743,
宇都宮市,92011,富士見が丘自治会館,フジミガオカジチカイカン,栃木県宇都宮市富士見が丘2-16-7,028-660-2340,,1,,,,,,,,,36.58443584,139.8865305,
宇都宮市,92011,山本町公民館,ヤマモトマチコウミンカン,栃木県宇都宮市山本1-8-16,028-660-2340,,1,,,,,,,,,36.57918642,139.8885871,
宇都宮市,92011,八幡台自治会コミュニティセンター,ハチマンダイジチカイコミュニティセンター,栃木県宇都宮市八幡台19-21,028-660-2340,,1,,,,,,,,,36.57923955,139.8863608,
宇都宮市,92011,ニュー富士見ローズタウン公民館,ニューフジミローズタウンコウミンカン,栃木県宇都宮市横山三丁目21-24,028-660-2340,,1,,,,,,,,,36.62268209,139.8864375,
宇都宮市,92011,ニュー富士見ヶ丘団地公民館,ニューフジミガオカダンチコウミンカン,栃木県宇都宮市横山一丁目21-18,028-660-2340,,1,,,,,,,,,36.61753268,139.8901577,
宇都宮市,92011,岩本町公民館,イワモトチョウコウミンカン,栃木県宇都宮市岩本町478,028-660-2340,,1,,,,,,,,,36.6101691,139.8989985,
宇都宮市,92011,瓦谷町下公民館,カワラヤチョウシモコウミンカン,栃木県宇都宮市瓦谷町818-2,028-660-2340,,1,,,,,,,,,36.60700303,139.8927405,
宇都宮市,92011,豊郷台二丁目自治会館,トヨサトニチョウメジチカイカン,栃木県宇都宮市豊郷台二丁目39-1,028-660-2340,,1,,,,,,,,,36.60305141,139.8933076,
宇都宮市,92011,関堀町上公民館,セキボリチョウカミコウミンカン,栃木県宇都宮市関堀町760,028-660-2340,,1,,,,,,,,,36.60295999,139.8992693,
宇都宮市,92011,上飯田公民館,カミイイダコウミンカン,栃木県宇都宮市飯田町914-1,028-665-2942,,1,,,,,,,,,36.57456607,139.8056441,
宇都宮市,92011,下飯田公民館,シモイイダコウミンカン,栃木県宇都宮市飯田町405,028-665-2942,,1,,,,,,,,,36.56407549,139.8098802,
宇都宮市,92011,道場宿公民館,ドウジョウジュクコウミンカン,栃木県宇都宮市道場宿町1208-13,028-667-5696,,1,,,,,,,,,36.56255443,139.9741311,
宇都宮市,92011,朝日ヶ丘公民館,アサヒガオカコウミンカン,栃木県宇都宮市鐺山町697-2,028-667-5696,,1,,,,,,,,,36.53349356,139.9624669,
宇都宮市,92011,桑島町公民館,クワジママチコウミンカン,栃木県宇都宮市桑島町812,028-667-5696,,1,,,,,,,,,36.51696741,139.9588634,
宇都宮市,92011,大谷公民館,オオヤコウミンカン,栃木県宇都宮市大谷町1225,028-665-2942,,1,,,,,,,,,36.59923611,139.82094,
宇都宮市,92011,立岩自治公民館,タテイワジチコウミンカン,栃木県宇都宮市大谷町110,028-665-2942,,1,,,,,,,,,36.60504423,139.8272558,
宇都宮市,92011,瓦作公民館,カワラサクコウミンカン,栃木県宇都宮市大谷町801,028-665-2942,,1,,,,,,,,,36.59470692,139.8313607,
宇都宮市,92011,中福岡集会所,ナカフクオカシュウカイジョ,栃木県宇都宮市福岡町1161-4,028-665-2942,,1,,,,,,,,,36.59865206,139.7942879,
宇都宮市,92011,田野町公民館,タノマチコウミンカン,栃木県宇都宮市田野町746-9,028-665-2942,,1,,,,,,,,,36.59620016,139.8019546,
宇都宮市,92011,荒針公民館,アラハリコウミンカン,栃木県宇都宮市大谷町1318,028-665-2942,,1,,,,,,,,,36.59135604,139.8213252,
宇都宮市,92011,河岸組集会所,カシグミシュウカイジョ,栃木県宇都宮市板戸町498,028-667-5696,,1,,,,,,,,,36.59878947,139.9742124,
宇都宮市,92011,板戸町集落センター,イタドマチシュウラクセンター,栃木県宇都宮市板戸町1126-2,028-667-5696,,1,,,,,,,,,36.59331113,139.977946,
宇都宮市,92011,板戸町集落センター分館,イタドマチシュウラクセンターブンカン,栃木県宇都宮市板戸町1243,028-667-5696,,1,,,,,,,,,36.58899466,139.9792232,
宇都宮市,92011,北組公民館,キタグミコウミンカン,栃木県宇都宮市平出町1505,028-660-1964,,1,,,,,,,,,36.60000613,139.9555284,
宇都宮市,92011,上河内地区市民センター,カミカワチチクシミンセンター,栃木県宇都宮市中里町181-3,028-674-3131,1,1,,,,,,,,,36.68305649,139.9012426,
宇都宮市,92011,陽東小学校,ヨウトウショウガッコウ,栃木県宇都宮市陽東2-16-36,028-661-2100,1,,,,,,,,1,,36.55223684,139.926871,
宇都宮市,92011,豊郷中央小学校,トヨサトチュウオウショウガッコウ,栃木県宇都宮市関堀町337,028-624-8202,1,1,,,,,,,1,,36.597873,139.8985077,
宇都宮市,92011,豊郷南小学校,トヨサトミナミショウガッコウ,栃木県宇都宮市竹林町532,028-621-0443,1,,,,,,,,1,,36.58003715,139.9078071,
宇都宮市,92011,東市民活動センター,ヒガシシミンカツドウセンター,栃木県宇都宮市中今泉3-5-1,028-638-5784,1,,,,,,,,1,,36.56849641,139.9081832,
宇都宮市,92011,城東小学校,ジョウトウショウガッコウ,栃木県宇都宮市城東2-5-17,028-635-9534,1,,,,,,,,1,,36.55070847,139.9033791,
宇都宮市,92011,中央市民活動センター,チュウオウシミンカツドウセンター,栃木県宇都宮市中央1-1-13,028-632-6331,1,,,,,,,,1,,36.5594267,139.882663,
宇都宮市,92011,宇都宮二荒山神社,ウツノミヤフタアラヤマジンジャ,栃木県宇都宮市馬場通り1-1-1,028-622-5271,1,,,,,,,,,,36.56250413,139.8858018,
宇都宮市,92011,青少年活動センター,セイショウネンカツドウセンター,栃木県宇都宮市今泉町3007,028-663-3155,1,,,,,,,,1,,36.57317375,139.9157723,
宇都宮市,92011,北市民活動センター,キタシミンカツドウセンター,栃木県宇都宮市若草3-12-25,028-622-7093,,1,,,,,,,1,,36.58730499,139.8615995,
宇都宮市,92011,晃宝小学校,コウホウショウガッコウ,栃木県宇都宮市宝木本町1263-1,028-665-5295,,1,,,,,,,1,,36.60650052,139.8542811,
宇都宮市,92011,国本地区市民センター,クニモトチクシミンセンター,栃木県宇都宮市宝木本町1868-1,028-665-1041,,1,,,,,,,1,,36.61507123,139.839651,
宇都宮市,92011,ゆいの杜小学校,ユイノモリショウガッコウ,栃木県宇都宮市ゆいの杜3-15-30,028-612-8070,1,1,,,,,,,1,,36.57149242,139.9915058,
宇都宮市,92011,水上公園,スイジョウコウエン,栃木県宇都宮市錦3-1100-3,028-632-2529,,,,1,,,,,,,36.574414,139.894052,
小山市,9208,小山御殿広場,おやまごてんひろば,小山市中央町1-1,,1,1,,1,,1,1,,,10000,36.319887,139.795076,
小山市,9208,城山公園,しろやまこうえん,小山市城山町1-1,,1,1,,1,,1,1,,,20000,36.318718,139.800029,
小山市,9208,駅東公園,えきひがしこうえん,小山市駅東通り2-25,,1,1,,1,,1,1,,,5500,36.311242,139.810031,
小山市,9208,神久保公園,かみくぼこうえん,小山市神鳥谷2-29,,1,1,,1,,1,1,,,6500,36.299576,139.792204,
小山市,9208,希望ケ丘公園,きぼうがおかこうえん,小山市西城南5-5,,1,1,,1,,1,1,,,9500,36.294207,139.799328,
小山市,9208,あさひ公園,あさひこうえん,小山市駅南5-6,0285-27-9062,1,1,,1,,1,1,,,8500,36.303202,139.8144,
小山市,9208,城南公園,じょうなんこうえん,小山市東城南4-17,,1,1,,1,,1,1,,,11000,36.292339,139.80854,
小山市,9208,自由ケ丘公園,じゆうがおかこうえん,小山市東城南3-8,,1,1,,1,,1,1,,,6000,36.292719,139.816196,
小山市,9208,原之内公園,はらのうちこうえん,小山市神鳥谷1864-1,0285-27-8060,1,1,,1,,1,1,,,10000,36.285746,139.804536,
小山市,9208,小山総合公園,おやまそうごうこうえん,小山市外城371-1,,,,,1,,1,,,,103000,36.302471,139.782017,
小山市,9208,城東公園,じょうとうこうえん,小山市城東1-19,,1,1,,1,,1,1,,,12500,36.310024,139.816675,
小山市,9208,犬塚公園,いぬづかこうえん,小山市犬塚1-24,,1,1,,1,,1,1,,,6500,36.306783,139.830983,
小山市,9208,あけぼの公園,あけぼのこうえん,小山市横倉新田465,0285-27-7133,1,1,,1,,1,1,,,25000,36.292976,139.831235,
小山市,9208,間々田八幡公園,ままだはちまんこうえん,小山市間々田2369,,1,1,,1,,1,1,,,15000,36.274418,139.767354,
小山市,9208,間々田美しが丘公園,ままだうつくしがおかこうえん,小山市美しが丘3-1,,1,1,,1,,1,1,,,20000,36.264077,139.773442,
小山市,9208,小山運動公園,おやまうんどうこうえん,小山市向野187,0285-49-3524,1,1,,1,,1,1,,,100000,36.313563,139.852812,
小山市,9208,小山第一小学校,おやまだいいちしょうがっこう,小山市宮本町1-3-1,0285-22-0074,,,,1,,1,,,1,319,36.313724,139.798962,
小山市,9208,小山第二小学校,おやまだいにしょうがっこう,小山市宮本町2-9-20,0285-22-0079,1,1,,1,,1,1,,1,295,36.31022,139.799281,
小山市,9208,小山第三小学校,おやまだいさんしょうがっこう,小山市神鳥谷4-7-51,0285-24-2355,1,1,,1,,1,1,,1,303,36.296415,139.788234,
小山市,9208,小山城南小学校,おやまじょうなんしょうがっこう,小山市西城南5-29-1,0285-27-7162,1,1,,1,,1,1,,1,303,36.294459,139.798003,
小山市,9208,旭小学校,あさひしょうがっこう,小山市駅南町5-6-69,0285-27-6883,1,1,,1,,1,1,,1,303,36.305086,139.814467,
小山市,9208,小山城北小学校,おやまじょうほくしょうがっこう,小山市城北5-18-1,0285-22-3081,1,1,,1,,1,1,,1,302,36.324225,139.820062,
小山市,9208,若木小学校,わかぎしょうがっこう,小山市若木町2-6-44,0285-25-6467,1,1,,1,,1,1,,1,235,36.326449,139.805435,
小山市,9208,東城南小学校,ひがしじょうなんしょうがっこう,小山市東城南2-6-44,0285-38-6328,1,1,,1,,1,1,,1,422,36.29275,139.81495,
小山市,9208,小山城東小学校,おやまじょうとうしょうがっこう,小山市城東1-16-1,0285-25-2882,1,1,,1,,1,1,,1,368,36.30777,139.816265,
小山市,9208,大谷東小学校,おおやひがししょうがっこう,小山市横倉新田271,0285-27-0694,1,1,,1,,1,1,,1,303,36.27929,139.822341,
小山市,9208,大谷南小学校,おおやみなみしょうがっこう,小山市東野田2147,0285-28-0009,1,1,,1,,1,1,,1,377,36.253081,139.805675,
小山市,9208,大谷北小学校,おおやきたしょうがっこう,小山市犬塚5-6-10,0285-22-0268,1,1,,1,,1,1,,1,303,36.306741,139.833254,
小山市,9208,間々田小学校,ままだしょうがっこう,小山市間々田1512,0285-45-0022,1,1,,1,,1,1,,1,324,36.26915,139.76405,
小山市,9208,乙女小学校,おとめしょうがっこう,小山市乙女1954,0285-45-4114,,,,1,,1,,,1,303,36.262811,139.749317,
小山市,9208,間々田東小学校,ままだひがししょうがっこう,小山市間々田57-2,0285-45-1720,1,1,,1,,1,1,,1,329,36.257146,139.777389,
小山市,9208,下生井小学校,しもなまいしょうがっこう,小山市下生井1546,0280-55-0372,,,,1,,1,,,1,265,36.2474,139.708968,
小山市,9208,網戸小学校,あじとしょうがっこう,小山市網戸1514,0285-45-1732,,,,1,,1,,,1,266,36.270832,139.743029,
小山市,9208,寒川小学校,さむかわしょうがっこう,小山市中里861,0285-38-1009,,,,1,,1,,,1,199,36.293086,139.735884,
小山市,9208,豊田南小学校,とよだみなみしょうがっこう,小山市松沼668,0285-37-0014,1,1,,1,,1,1,,1,248,36.346237,139.771718,
小山市,9208,豊田北小学校,とよだきたしょうがっこう,小山市大本808,0285-37-0015,,,,1,,1,,,1,248,36.359156,139.785378,
小山市,9208,穂積小学校,ほづみしょうがっこう,小山市萩島27,0285-38-2005,,,,1,,1,,,1,362,36.312308,139.771797,
小山市,9208,中小学校,なかしょうがっこう,小山市南小林109,0285-38-0649,,,,1,,1,,,1,292,36.318207,139.738142,
小山市,9208,羽川小学校,はねかわしょうがっこう,小山市羽川125,0285-22-0186,1,1,,1,,1,1,,1,298,36.354195,139.827977,
小山市,9208,羽川西小学校,はねかわにししょうがっこう,小山市黒本771-2,0285-25-3022,,,,1,,1,,,1,349,36.357328,139.809431,
小山市,9208,萱橋小学校,かやばししょがっこう,小山市萱橋1169-1,0285-49-1185,1,1,,1,,1,1,,1,199,36.329562,139.868526,
小山市,9208,絹義務教育学校（旧福良小,きぬぎむきょういくがっこう（きゅうふくらしょう,小山市福良2246,0285-49-0142,1,1,,1,,1,1,,1,248,36.33035,139.896095,
小山市,9208,旧梁小学校,きゅうやなしょうがっこう,小山市梁67,0296-33-3665,,,,1,,1,,,1,377,36.313366,139.891172,
小山市,9208,旧延島小学校,きゅうのぶしましょうがっこう,小山市延島1019,0285-49-0004,1,1,,1,,1,1,,1,300,36.349005,139.898176,
小山市,9208,小山中学校,おやまちゅうがっこう,小山市渋井779-1,0285-22-0168,,,,1,,1,,,1,443,36.332521,139.802038,
小山市,9208,小山第二中学校,おやまだいにちゅうがっこう,小山市天神町1-6-36,0285-22-0089,1,1,,1,,1,1,,1,350,36.306207,139.798162,
小山市,9208,小山第三中学校,おやまだいさんちゅうがっこう,小山市犬塚3-29-1,0285-25-5745,1,1,,1,,1,1,,1,445,36.314846,139.832414,
小山市,9208,小山城南中学校,おやまじょうなんちゅうがっこう,小山市東城南1-22-9,0285-27-5800,1,1,,1,,1,1,,1,412,36.295286,139.811189,
小山市,9208,大谷中学校,おおやちゅうがっこう,小山市横倉新田97,0285-27-0252,1,1,,1,,1,1,,1,446,36.275364,139.822061,
小山市,9208,間々田中学校,ままだちゅうがっこう,小山市間々田2364,0285-45-0062,1,1,,1,,1,1,,1,358,36.27647,139.766566,
小山市,9208,乙女中学校,おとめちゅうがっこう,小山市乙女1731,0285-45-3600,,,,1,,1,,,1,362,36.262839,139.754946,
小山市,9208,豊田中学校,とよだちゅうがっこう,小山市松沼397,0285-37-0004,1,1,,1,,1,1,,1,437,36.346425,139.781703,
小山市,9208,美田中学校,みたちゅうがっこう,小山市下国府塚287,0285-38-2006,1,1,,1,,1,1,,1,455,36.317263,139.761494,
小山市,9208,桑中学校,くわちゅうがっこう,小山市出井1859,0285-22-0187,1,1,,1,,1,1,,1,446,36.345217,139.830615,
小山市,9208,絹義務教育学校(旧絹中,きぬぎむきょういくがっこう（きゅうきぬちゅう,小山市福良2240-1,0285-49-0141,1,1,,1,,1,1,,1,331,36.329122,139.895254,
小山市,9208,小山高等学校,おやまこうとうがっこう,小山市若木町2-8-51,0285-22-0236,1,1,,1,,1,1,,1,877,36.328331,139.806394,
小山市,9208,小山西高等学校,おやまにしこうとうがっこう,小山市松沼741,0285-37-1188,1,1,,1,,1,1,,1,1709,36.352,139.768802,
小山市,9208,小山城南高等学校,おやまじょうなんこうとうがっこう,小山市西城南4-26-1,0285-27-1245,1,1,,1,,1,1,,1,1096,36.29303,139.803117,
